Year,Make,Model,Row,Vehicle of Interest
2001,MERCEDES-BENZ,CLK-CLASS,89,N
2006,MERCEDES-BENZ,E-CLASS,90,N
1994,MERCEDES-BENZ,E-CLASS,77,N
1998,MERCEDES-BENZ,E-CLASS,81,N
2004,MERCEDES-BENZ,M-CLASS,71,N
2006,MERCEDES-BENZ,M-CLASS,64,N
2000,MERCEDES-BENZ,M-CLASS,65,N
2003,MERCEDES-BENZ,M-CLASS,64,N
2002,MERCEDES-BENZ,M-CLASS,66,N
2001,MERCEDES-BENZ,SLK-CLASS,89,N
1992,MERCURY,CAPRI,53,N
2002,MERCURY,COUGAR,44,N
1999,MERCURY,COUGAR,50,N
1988,MERCURY,GRAND MARQUIS,54,N
1988,MERCURY,GRAND MARQUIS,55,N
1999,MERCURY,GRAND MARQUIS,55,N
1997,MERCURY,GRAND MARQUIS,56,N
2000,MERCURY,GRAND MARQUIS,57,N
2001,MERCURY,GRAND MARQUIS,46,N
2005,MERCURY,GRAND MARQUIS,44,N
1996,MERCURY,GRAND MARQUIS,48,N
2000,MERCURY,GRAND MARQUIS,49,N
2001,MERCURY,GRAND MARQUIS,50,N
2007,MERCURY,MILAN,53,N
2005,MERCURY,MONTEGO,48,N
2006,MERCURY,MONTEGO,49,N
2007,MERCURY,MONTEGO,51,N
2006,MERCURY,MOUNTAINEER,4,N
2001,MERCURY,MOUNTAINEER,15,N
2002,MERCURY,MOUNTAINEER,5,N
2001,MERCURY,MOUNTAINEER,8,N
1997,MERCURY,MOUNTAINEER,10,N
2004,MERCURY,MOUNTAINEER,11,N
1999,MERCURY,MYSTIQUE,50,N
1998,MERCURY,MYSTIQUE,50,N
2000,MERCURY,SABLE,53,N
2002,MERCURY,SABLE,53,N
1997,MERCURY,SABLE,54,N
2001,MERCURY,SABLE,55,N
1989,MERCURY,SABLE,56,N
1998,MERCURY,SABLE,56,N
2000,MERCURY,SABLE,56,N
2008,MERCURY,SABLE,57,N
2003,MERCURY,SABLE,57,N
2003,MERCURY,SABLE,44,N
1994,MERCURY,SABLE,44,N
2003,MERCURY,SABLE,46,N
1998,MERCURY,SABLE,50,N
1997,MERCURY,TRACER,48,N
2003,MINI,COOPER,87,N
2007,MINI,COOPER,91,N
2004,MINI,COOPER,92,N
2005,MINI,COOPER,79,N
2007,MINI,COOPER,86,N
2011,MINI,COOPER,79,N
2007,MINI,COOPER,86,N
1995,MITSUBISHI,3000GT,83,N
1996,MITSUBISHI,ECLIPSE,95,N
2006,MITSUBISHI,ECLIPSE,84,N
2006,MITSUBISHI,ECLIPSE,85,N
2006,MITSUBISHI,ENDEAVOR,64,N
2014,MITSUBISHI,ENDEAVOR,68,N
2006,MITSUBISHI,GALANT,89,N
1992,MITSUBISHI,GALANT,76,N
2006,MITSUBISHI,GALANT,85,N
2009,MITSUBISHI,LANCER,93,N
2003,MITSUBISHI,LANCER,73,N
2010,MITSUBISHI,LANCER,82,N
2002,MITSUBISHI,LANCER,78,N
2015,MITSUBISHI,MIRAGE,90,N
1993,MITSUBISHI,MONTERO,67,N
2004,MITSUBISHI,OUTLANDER,66,N
1998,NISSAN,ALTIMA,87,N
2007,NISSAN,ALTIMA,88,N
2012,NISSAN,ALTIMA,90,N
2010,NISSAN,ALTIMA,90,N
2005,NISSAN,ALTIMA,91,N
2008,NISSAN,ALTIMA,92,N
2012,NISSAN,ALTIMA,92,N
2006,NISSAN,ALTIMA,93,N
2012,NISSAN,ALTIMA,72,N
2010,NISSAN,ALTIMA,74,N
2012,NISSAN,ALTIMA,75,N
2006,NISSAN,ALTIMA,80,N
1997,NISSAN,ALTIMA,77,N
1998,NISSAN,ALTIMA,78,N
2005,NISSAN,ALTIMA,77,N
2010,NISSAN,ALTIMA,77,N
2005,NISSAN,ALTIMA,78,N
2005,NISSAN,ALTIMA,78,N
2005,NISSAN,ALTIMA,77,N
2011,NISSAN,ALTIMA,81,N
2010,NISSAN,ALTIMA,79,N
2009,NISSAN,ALTIMA,81,N
2013,NISSAN,ALTIMA,81,N
1994,NISSAN,ALTIMA,81,N
2007,NISSAN,ALTIMA,83,N
2005,NISSAN,ALTIMA,82,N
2002,NISSAN,ALTIMA,83,N
2008,NISSAN,ALTIMA,83,N
2008,NISSAN,ALTIMA,86,N
2004,NISSAN,ARMADA,64,N
2008,NISSAN,ARMADA,68,N
2009,NISSAN,CUBE,82,N
2005,NISSAN,FRONTIER,64,N
1999,NISSAN,FRONTIER,67,N
2002,NISSAN,FRONTIER,68,N
1997,NISSAN,MAXIMA,89,N
1998,NISSAN,MAXIMA,90,N
2000,NISSAN,MAXIMA,75,N
2004,NISSAN,MAXIMA,76,N
2007,NISSAN,MAXIMA,75,N
2006,NISSAN,MAXIMA,77,N
2002,NISSAN,MAXIMA,78,N
1997,NISSAN,MAXIMA,82,N
2008,NISSAN,MAXIMA,83,N
1993,NISSAN,MAXIMA,85,N
2005,NISSAN,MAXIMA,85,N
2006,NISSAN,MURANO,71,N
2006,NISSAN,MURANO,71,N
2005,NISSAN,MURANO,65,N
2007,NISSAN,MURANO,67,N
2005,NISSAN,MURANO,67,N
2005,NISSAN,PATHFINDER,71,N
2005,NISSAN,PATHFINDER,64,N
2001,NISSAN,PATHFINDER,65,N
2006,NISSAN,PATHFINDER,65,N
2006,NISSAN,PATHFINDER,67,N
1990,NISSAN,PATHFINDER,68,N
2008,NISSAN,PATHFINDER,68,N
2006,NISSAN,PATHFINDER,68,N
1997,NISSAN,PATHFINDER,69,N
1995,NISSAN,PICKUP,64,N
1993,NISSAN,PICKUP,67,N
1985,NISSAN,PICKUP,68,N
1985,NISSAN,PICKUP,69,N
2005,NISSAN,QUEST,65,N
2001,NISSAN,QUEST,66,N
2005,NISSAN,QUEST,70,N
2009,NISSAN,ROGUE,66,N
2015,NISSAN,ROGUE SELECT,66,N
2008,NISSAN,SENTRA,89,N
2001,NISSAN,SENTRA,87,N
1997,NISSAN,SENTRA,88,N
2017,NISSAN,SENTRA,90,N
2007,NISSAN,SENTRA,93,N
2005,NISSAN,SENTRA,94,N
2002,NISSAN,SENTRA,74,N
2007,NISSAN,SENTRA,82,N
2002,NISSAN,SENTRA,82,N
1999,NISSAN,SENTRA,82,N
2011,NISSAN,SENTRA,86,N
1987,NISSAN,STANZA,79,N
2005,NISSAN,TITAN,66,N
2012,NISSAN,VERSA,87,N
2015,NISSAN,VERSA,78,N
2013,NISSAN,VERSA,79,N
2013,NISSAN,VERSA,80,N
2014,NISSAN,VERSA,82,N
2013,NISSAN,VERSA,85,N
2018,NISSAN,VERSA NOTE,90,N
2015,NISSAN,VERSA NOTE,94,N
2007,NISSAN,XTERRA,71,N
2003,NISSAN,XTERRA,65,N
2001,NISSAN,XTERRA,69,N
2000,NISSAN,XTERRA,69,N
2004,OLDSMOBILE,ALERO,34,N
2000,OLDSMOBILE,ALERO,34,N
2000,OLDSMOBILE,ALERO,34,N
2001,OLDSMOBILE,ALERO,38,N
2004,OLDSMOBILE,ALERO,38,N
2001,OLDSMOBILE,ALERO,39,N
2002,OLDSMOBILE,ALERO,40,N
1999,OLDSMOBILE,ALERO,41,N
2004,OLDSMOBILE,BRAVADA,28,N
1997,OLDSMOBILE,BRAVADA,19,N
1970,OLDSMOBILE,CUTLASS,102,N
1985,OLDSMOBILE,DELTA 88,34,N
1949,OLDSMOBILE,EIGHTY EIGHT,102,N
2000,OLDSMOBILE,INTRIGUE,34,N
1998,OLDSMOBILE,INTRIGUE,43,N
1999,OLDSMOBILE,INTRIGUE,41,N
1995,OLDSMOBILE,NINETY EIGHT,39,N
1992,OLDSMOBILE,NINETY EIGHT,40,N
1952,PACKARD,SEDAN,102,N
1991,PLYMOUTH,ACCLAIM,101,N
1999,PLYMOUTH,BREEZE,101,N
1997,PLYMOUTH,GRAND VOYAGER,100,N
1999,PLYMOUTH,GRAND VOYAGER,58,N
1992,PLYMOUTH,GRAND VOYAGER,58,N
1999,PLYMOUTH,GRAND VOYAGER,61,N
2000,PLYMOUTH,NEON,97,N
2001,PLYMOUTH,NEON,100,N
1998,PLYMOUTH,NEON,101,N
1995,PLYMOUTH,NEON,60,N
1967,PLYMOUTH,VALIANT,102,N
1976,PLYMOUTH,VALIANT,102,N
1992,PLYMOUTH,VOYAGER,100,N
1999,PLYMOUTH,VOYAGER,100,N
1999,PLYMOUTH,VOYAGER,101,N
2004,PONTIAC,AZTEK,18,N
2004,PONTIAC,BONNEVILLE,36,N
1996,PONTIAC,BONNEVILLE,39,N
2007,PONTIAC,G5,37,N
2007,PONTIAC,G6,43,N
2006,PONTIAC,G6,43,N
2006,PONTIAC,G6,43,N
2007,PONTIAC,G6,36,N
2008,PONTIAC,G6,36,N
2007,PONTIAC,G6,38,N
2006,PONTIAC,G6,37,N
2008,PONTIAC,G6,38,N
2008,PONTIAC,G6,39,N
2005,PONTIAC,G6,40,N
2007,PONTIAC,G6,42,N
1999,PONTIAC,GRAND AM,35,N
1999,PONTIAC,GRAND AM,34,N
2003,PONTIAC,GRAND AM,34,N
2004,PONTIAC,GRAND AM,35,N
1999,PONTIAC,GRAND AM,35,N
1999,PONTIAC,GRAND AM,35,N
2004,PONTIAC,GRAND AM,35,N
2000,PONTIAC,GRAND AM,43,N
2003,PONTIAC,GRAND AM,36,N
2003,PONTIAC,GRAND AM,40,N
1999,PONTIAC,GRAND AM,40,N
2000,PONTIAC,GRAND AM,41,N
2003,PONTIAC,GRAND AM,41,N
2004,PONTIAC,GRAND PRIX,35,N
1999,PONTIAC,GRAND PRIX,35,N
2007,PONTIAC,GRAND PRIX,36,N
2007,PONTIAC,GRAND PRIX,37,N
2006,PONTIAC,GRAND PRIX,38,N
2002,PONTIAC,GRAND PRIX,39,N
2006,PONTIAC,GRAND PRIX,39,N
2007,PONTIAC,GRAND PRIX,40,N
1996,PONTIAC,GRAND PRIX,40,N
2001,PONTIAC,GRAND PRIX,40,N
1991,PONTIAC,GRAND PRIX,41,N
2005,PONTIAC,MONTANA,26,N
2001,PONTIAC,MONTANA,21,N
1998,PONTIAC,SUNFIRE,34,N
1996,PONTIAC,SUNFIRE,43,N
2003,PONTIAC,SUNFIRE,37,N
2007,PONTIAC,TORRENT,28,N
2008,PONTIAC,TORRENT,19,N
1977,PORSCHE,924,102,N
1987,PORSCHE,924,102,N
1986,PORSCHE,944,102,N
2004,PORSCHE,CAYENNE,64,N
2006,SAAB,9-5,89,N
2003,SAAB,9-5,94,N
2006,SAAB,9-7X,67,N
2006,SATURN,ION,42,N
2007,SATURN,ION,34,N
2006,SATURN,ION,39,N
2000,SATURN,L SERIES,35,N
2002,SATURN,L SERIES,38,N
2003,SATURN,L SERIES,38,N
2003,SATURN,L SERIES,38,N
2007,SATURN,OUTLOOK,29,N
2007,SATURN,OUTLOOK,18,N
2008,SATURN,OUTLOOK,20,N
2007,SATURN,OUTLOOK,21,N
2001,SATURN,S SERIES,34,N
1997,SATURN,S SERIES,34,N
1996,SATURN,S SERIES,35,N
2001,SATURN,S SERIES,36,N
1999,SATURN,S SERIES,36,N
2000,SATURN,S SERIES,37,N
1995,SATURN,S SERIES,40,N
2002,SATURN,S SERIES,40,N
2007,SATURN,SKY,34,N
2007,SATURN,VUE,27,N
2006,SATURN,VUE,18,N
2002,SATURN,VUE,23,N
2006,SATURN,VUE,23,N
2007,SCION,TC,85,N
2007,SCION,TC,86,N
2007,SCION,TC,86,N
2006,SCION,XA,74,N
2009,SCION,XB,72,N
2012,SCION,XD,77,N
2008,SMART,FORTWO,86,N
2007,SUBARU,FORESTER,64,N
2002,SUBARU,FORESTER,71,N
2001,SUBARU,FORESTER,64,N
2005,SUBARU,FORESTER,65,N
2015,SUBARU,FORESTER,66,N
2003,SUBARU,FORESTER,69,N
2004,SUBARU,FORESTER,70,N
2004,SUBARU,IMPREZA,92,N
2008,SUBARU,IMPREZA,95,N
2008,SUBARU,IMPREZA,73,N
2012,SUBARU,IMPREZA,95,N
2002,SUBARU,IMPREZA,73,N
2002,SUBARU,IMPREZA,77,N
2008,SUBARU,IMPREZA,85,N
2004,SUBARU,IMPREZA,85,N
1998,SUBARU,LEGACY,73,N
1999,SUBARU,LEGACY,87,N
1997,SUBARU,LEGACY,89,N
1993,SUBARU,LEGACY,92,N
1997,SUBARU,LEGACY,86,N
1998,SUBARU,LEGACY,93,N
1999,SUBARU,LEGACY,73,N
1997,SUBARU,LEGACY,95,N
1995,SUBARU,LEGACY,75,N
1992,SUBARU,LEGACY,75,N
1996,SUBARU,LEGACY,77,N
2003,SUBARU,LEGACY,78,N
2006,SUBARU,LEGACY,86,N
2006,SUBARU,LEGACY,79,N
2005,SUBARU,LEGACY,78,N
1997,SUBARU,LEGACY,79,N
2006,SUBARU,LEGACY,79,N
1998,SUBARU,LEGACY,81,N
2009,SUBARU,LEGACY,84,N
2012,SUBARU,LEGACY,86,N
2007,SUBARU,OUTBACK,92,N
2003,SUBARU,OUTBACK,95,N
2007,SUBARU,OUTBACK,90,N
2007,SUBARU,OUTBACK,90,N
1999,SUBARU,OUTBACK,91,N
2005,SUBARU,OUTBACK,92,N
2005,SUBARU,OUTBACK,94,N
2006,SUBARU,OUTBACK,72,N
2006,SUBARU,OUTBACK,74,N
2007,SUBARU,OUTBACK,82,N
2007,SUBARU,OUTBACK,75,N
2006,SUBARU,OUTBACK,76,N
1998,SUBARU,OUTBACK,76,N
2000,SUBARU,OUTBACK,77,N
2006,SUBARU,OUTBACK,79,N
2001,SUBARU,OUTBACK,78,N
2002,SUBARU,OUTBACK,81,N
2003,SUBARU,OUTBACK,81,N
2001,SUBARU,OUTBACK,81,N
2002,SUBARU,OUTBACK,82,N
2002,SUBARU,OUTBACK,82,N
2008,SUBARU,OUTBACK,84,N
2011,SUBARU,OUTBACK,84,N
2005,SUBARU,OUTBACK,84,N
2012,SUBARU,OUTBACK,86,N
1992,SUBARU,SVX,87,N
2005,SUZUKI,AERIO,77,N
2006,SUZUKI,AERIO,84,N
1999,SUZUKI,ESTEEM,90,N
2005,SUZUKI,FORENZA,89,N
2006,SUZUKI,FORENZA,93,N
2006,SUZUKI,FORENZA,77,N
2006,SUZUKI,FORENZA,75,N
2007,SUZUKI,FORENZA,86,N
2001,SUZUKI,GRAND VITARA,64,N
2012,SUZUKI,KIZASHI,81,N
1992,SUZUKI,SIDEKICK,65,N
1993,SUZUKI,SWIFT,87,N
2008,SUZUKI,XL-7,66,N
2008,SUZUKI,XL-7,68,N
1997,TOYOTA,4RUNNER,64,N
2006,TOYOTA,4RUNNER,66,N
2002,TOYOTA,4RUNNER,67,N
1998,TOYOTA,AVALON,82,N
2005,TOYOTA,AVALON,87,N
2003,TOYOTA,AVALON,90,N
2002,TOYOTA,AVALON,94,N
1996,TOYOTA,AVALON,95,N
2000,TOYOTA,AVALON,76,N
2008,TOYOTA,AVALON,77,N
2001,TOYOTA,AVALON,82,N
2001,TOYOTA,AVALON,83,N
2004,TOYOTA,CAMRY,91,N
2008,TOYOTA,CAMRY,78,N
2004,TOYOTA,CAMRY,87,N
2006,TOYOTA,CAMRY,87,N
2006,TOYOTA,CAMRY,88,N
1996,TOYOTA,CAMRY,88,N
2009,TOYOTA,CAMRY,94,N
2002,TOYOTA,CAMRY,91,N
1995,TOYOTA,CAMRY,90,N
2005,TOYOTA,CAMRY,91,N
2004,TOYOTA,CAMRY,90,N
2000,TOYOTA,CAMRY,91,N
2007,TOYOTA,CAMRY,92,N
2004,TOYOTA,CAMRY,92,N
1999,TOYOTA,CAMRY,95,N
2007,TOYOTA,CAMRY,93,N
2012,TOYOTA,CAMRY,93,N
2001,TOYOTA,CAMRY,93,N
1998,TOYOTA,CAMRY,94,N
2012,TOYOTA,CAMRY,72,N
2000,TOYOTA,CAMRY,72,N
1999,TOYOTA,CAMRY,73,N
1999,TOYOTA,CAMRY,74,N
1998,TOYOTA,CAMRY,74,N
2009,TOYOTA,CAMRY,74,N
1993,TOYOTA,CAMRY,75,N
2001,TOYOTA,CAMRY,75,N
1998,TOYOTA,CAMRY,75,N
2005,TOYOTA,CAMRY,76,N
2009,TOYOTA,CAMRY,76,N
2002,TOYOTA,CAMRY,80,N
2012,TOYOTA,CAMRY,76,N
2000,TOYOTA,CAMRY,77,N
1998,TOYOTA,CAMRY,78,N
2007,TOYOTA,CAMRY,77,N
1998,TOYOTA,CAMRY,78,N
2013,TOYOTA,CAMRY,78,N
1999,TOYOTA,CAMRY,80,N
1996,TOYOTA,CAMRY,80,N
2005,TOYOTA,CAMRY,82,N
2007,TOYOTA,CAMRY,82,N
1997,TOYOTA,CAMRY,83,N
1996,TOYOTA,CAMRY,83,N
2004,TOYOTA,CAMRY,83,N
1999,TOYOTA,CAMRY,84,N
1997,TOYOTA,CAMRY,84,N
2007,TOYOTA,CAMRY,85,N
2001,TOYOTA,CAMRY,84,N
1995,TOYOTA,CAMRY,86,N
2000,TOYOTA,CAMRY SOLARA,92,N
2002,TOYOTA,CAMRY SOLARA,72,N
1999,TOYOTA,CAMRY SOLARA,73,N
2000,TOYOTA,CAMRY SOLARA,80,N
2000,TOYOTA,CAMRY SOLARA,82,N
2000,TOYOTA,CAMRY SOLARA,76,N
1986,TOYOTA,CELICA,88,N
1989,TOYOTA,CELICA,90,N
1995,TOYOTA,CELICA,83,N
2018,TOYOTA,COROLLA,88,N
2002,TOYOTA,COROLLA,88,N
1998,TOYOTA,COROLLA,88,N
1997,TOYOTA,COROLLA,89,N
2009,TOYOTA,COROLLA,89,N
2003,TOYOTA,COROLLA,90,N
1991,TOYOTA,COROLLA,93,N
2009,TOYOTA,COROLLA,94,N
2010,TOYOTA,COROLLA,80,N
1994,TOYOTA,COROLLA,73,N
1991,TOYOTA,COROLLA,77,N
2000,TOYOTA,COROLLA,76,N
1997,TOYOTA,COROLLA,79,N
1995,TOYOTA,COROLLA,77,N
1995,TOYOTA,COROLLA,77,N
2012,TOYOTA,COROLLA,80,N
2001,TOYOTA,COROLLA,81,N
1995,TOYOTA,COROLLA,81,N
2013,TOYOTA,COROLLA,82,N
2013,TOYOTA,COROLLA,85,N
1999,TOYOTA,COROLLA,83,N
2014,TOYOTA,COROLLA,85,N
1999,TOYOTA,COROLLA,84,N
2002,TOYOTA,ECHO,72,N
2000,TOYOTA,ECHO,81,N
2001,TOYOTA,HIGHLANDER,64,N
2006,TOYOTA,HIGHLANDER,66,N
2004,TOYOTA,HIGHLANDER,66,N
2001,TOYOTA,HIGHLANDER,67,N
1976,TOYOTA,PICKUP,102,N
1993,TOYOTA,PICKUP,71,N
1993,TOYOTA,PICKUP,65,N
1991,TOYOTA,PREVIA,69,N
2002,TOYOTA,PRIUS,79,N
2007,TOYOTA,PRIUS,90,N
2006,TOYOTA,PRIUS,92,N
2004,TOYOTA,PRIUS,93,N
2008,TOYOTA,PRIUS,94,N
2002,TOYOTA,PRIUS,73,N
2010,TOYOTA,PRIUS,75,N
2008,TOYOTA,PRIUS,82,N
2005,TOYOTA,PRIUS,78,N
2004,TOYOTA,PRIUS,81,N
1999,TOYOTA,RAV4,66,N
2004,TOYOTA,SIENNA,64,N
2000,TOYOTA,SIENNA,67,N
2006,TOYOTA,SIENNA,67,N
2003,TOYOTA,SIENNA,69,N
2005,TOYOTA,SIENNA,68,N
2007,TOYOTA,SIENNA,68,N
2008,TOYOTA,SIENNA,69,N
2006,TOYOTA,SIENNA,69,N
2000,TOYOTA,TACOMA,71,N
2009,TOYOTA,TACOMA,66,N
1967,TRIUMPH,SPITFIRE,102,N
1973,VOLKSWAGEN,BUG,102,N
1970,VOLKSWAGEN,BUG,102,N
1995,VOLKSWAGEN,CABRIO,80,N
2010,VOLKSWAGEN,CC,78,N
1998,VOLKSWAGEN,GOLF,88,N
2013,VOLKSWAGEN,GOLF,92,N
2003,VOLKSWAGEN,GOLF,93,N
2001,VOLKSWAGEN,GOLF,95,N
2012,VOLKSWAGEN,GOLF,75,N
2005,VOLKSWAGEN,GTI,91,N
2006,VOLKSWAGEN,JETTA,88,N
2003,VOLKSWAGEN,JETTA,87,N
2010,VOLKSWAGEN,JETTA,90,N
2006,VOLKSWAGEN,JETTA,91,N
2009,VOLKSWAGEN,JETTA,92,N
2009,VOLKSWAGEN,JETTA,93,N
2003,VOLKSWAGEN,JETTA,93,N
1997,VOLKSWAGEN,JETTA,94,N
2010,VOLKSWAGEN,JETTA,95,N
2007,VOLKSWAGEN,JETTA,95,N
2008,VOLKSWAGEN,JETTA,72,N
2004,VOLKSWAGEN,JETTA,72,N
2000,VOLKSWAGEN,JETTA,73,N
2002,VOLKSWAGEN,JETTA,76,N
2002,VOLKSWAGEN,JETTA,76,N
2001,VOLKSWAGEN,JETTA,78,N
2003,VOLKSWAGEN,JETTA,79,N
2016,VOLKSWAGEN,JETTA,82,N
2000,VOLKSWAGEN,JETTA,85,N
1996,VOLKSWAGEN,JETTA,84,N
2010,VOLKSWAGEN,JETTA,85,N
2008,VOLKSWAGEN,NEW BEETLE,90,N
2000,VOLKSWAGEN,NEW BEETLE,91,N
2000,VOLKSWAGEN,NEW BEETLE,94,N
2009,VOLKSWAGEN,NEW BEETLE,95,N
2000,VOLKSWAGEN,NEW BEETLE,79,N
2002,VOLKSWAGEN,NEW BEETLE,79,N
2007,VOLKSWAGEN,NEW BEETLE,81,N
2002,VOLKSWAGEN,NEW BEETLE,83,N
1999,VOLKSWAGEN,NEW BEETLE,83,N
2004,VOLKSWAGEN,PASSAT,89,N
2006,VOLKSWAGEN,PASSAT,91,N
2001,VOLKSWAGEN,PASSAT,74,N
2002,VOLKSWAGEN,PASSAT,72,N
2010,VOLKSWAGEN,PASSAT,95,N
2005,VOLKSWAGEN,PASSAT,75,N
2002,VOLKSWAGEN,PASSAT,80,N
2007,VOLKSWAGEN,PASSAT,86,N
1984,VOLKSWAGEN,RABBIT,92,N
2007,VOLKSWAGEN,RABBIT,80,N
2007,VOLKSWAGEN,RABBIT,81,N
1967,VOLVO,122,102,N
1991,VOLVO,740,76,N
1996,VOLVO,850,76,N
1996,VOLVO,850,78,N
1997,VOLVO,960,86,N
2001,VOLVO,S40,89,N
2004,VOLVO,S60,74,N
2002,VOLVO,S60,76,N
2006,VOLVO,S60,84,N
2006,VOLVO,S80,93,N
2001,VOLVO,S80,94,N
2005,VOLVO,S80,72,N
2003,VOLVO,S80,76,N
2001,VOLVO,V40,80,N
2007,VOLVO,V50,80,N
2001,VOLVO,V70,94,N
2000,VOLVO,V70,74,N
1998,VOLVO,V70,76,N
1998,VOLVO,V70,76,N
2008,VOLVO,XC70,81,N
2004,VOLVO,XC70,75,N
2005,VOLVO,XC90,71,N
2006,VOLVO,XC90,64,N
2006,VOLVO,XC90,66,N
